"","id","pert_id","pert_iname","cell_iname","pert_type","pert_idose","pert_itime","nsample","ss_ngene","cc_q75","tas","qc_pass","is_hiq","is_ncs_sig","is_exemplar_sig","is_null_sig","moa","target_name","raw_cs","fdr_q_nlog10","norm_cs"
"8399","REP.B017_MCF10A_24H:C17","BRD-A47598013","citalopram","MCF10A","trt_cp","0.03 uM","24 h",2,54,"0.1323","0.0854688",0,0,1,1,0,"Serotonin receptor antagonist","SLC6A4|SLC6A2","0.7202","1.5925","1.5891"
"8402","CPC014_HEPG2_6H:BRD-K76723084-001-15-8:10","BRD-K76723084","isotretinoin","HEPG2","trt_cp","10 uM","6 h",3,283,"0.12","0.186344",0,0,1,1,0,"Retinoid receptor agonist","CYP2B6|CYP2C19|CYP2C8|CYP3A5|CYP3A7|RARA|RARB|RARG","0.7202","1.5908","1.589"
"8460","REP.A022_A549_24H:M24","BRD-K81144366","moxisylyte","A549","trt_cp","0.04 uM","24 h",3,125,"0.2034","0.161236",1,1,1,1,0,"Adrenergic receptor antagonist","-666","0.7198","1.5751","1.5883"
"8465","REP.B025_MCF7_24H:J01","BRD-A74667430","etodolac","MCF7","trt_cp","2.22 uM","24 h",2,115,"0.265","0.176523",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|TRPV1|PTGS1|RXRA","0.7198","1.574","1.5882"
"8522","REP.B014_MCF7_24H:I22","BRD-K56851771","enzalutamide","MCF7","trt_cp","0.08 uM","24 h",2,153,"0.0809","0.112499",0,0,1,1,0,"Androgen receptor antagonist","AR|CYP2C19|CYP2C8|CYP3A4","0.7194","1.5468","1.5873"
"8535","CPC017_ASC_24H:BRD-K16977723-001-01-0:10","BRD-K16977723","PP-3","ASC","trt_cp","10 uM","24 h",4,500,"0.29","0.385048",0,0,1,1,0,"EGFR inhibitor","-666","0.7193","1.5291","1.5871"
"8549","CPC003_VCAP_24H:BRD-K07507905-236-01-8:10","BRD-K07507905","BRL-37344","VCAP","trt_cp","10 uM","24 h",2,156,"0.2","0.178611",1,0,1,1,0,"Adrenergic receptor agonist","ADRB3|ADRB1|ADRB2","0.7193","1.5224","1.587"
"8551","REP.B013_MCF7_24H:A23","BRD-K37561857","zardaverine","MCF7","trt_cp","0.03 uM","24 h",2,64,"0.2175","0.119303",0,0,1,1,0,"Phosphodiesterase inhibitor","PDE4D|PDE3A|PDE4A|PDE4B|PDE4C","0.7192","1.5216","1.5869"
"8576","REP.A005_PC3_24H:M12","BRD-A10967948","granisetron","PC3","trt_cp","0.04 uM","24 h",2,130,"0.2687","0.188989",1,1,1,1,0,"Serotonin receptor antagonist","HTR3A|CYP3A5","0.7191","1.5165","1.5865"
"8596","MOAR002_PC3_24H:B17","BRD-K62581435","3-MPPI","PC3","trt_cp","3.33 uM","24 h",3,68,"0.12","0.0913431",1,0,1,1,0,"Adrenergic receptor antagonist","-666","0.719","1.5145","1.5863"
"8660","REP.B022_HUVEC.A_24H:C10","BRD-K68164687","epothilone-b","HUVEC","trt_cp","0.08 uM","24 h",2,271,"0.4457","0.351428",0,0,1,1,0,"Tubulin inhibitor","TUBB|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA4A|TUBA8|TUBB1|TUBB3|TUBB4A|TUBB4B","0.7186","1.5104","1.5854"
"8665","REP.B017_A375_24H:K24","BRD-K67043667","altretamine","A375","trt_cp","0.01 uM","24 h",2,176,"0.4033","0.269402",1,1,1,1,0,"DNA inhibitor","-666","0.7185","1.5104","1.5854"
"8737","LIVB002_HUH7_72H:J14","BRD-K67080878","milrinone","HUH7","trt_cp","15 uM","72 h",3,106,"0.11","0.109189",0,0,1,1,0,"Phosphodiesterase inhibitor","PDE3A|PDE2A|PDE3B|PDE5A","0.718","1.5104","1.5841"
"8761","CPC002_PC3_24H:BRD-K05528470-305-01-4:10","BRD-K05528470","L-745870","PC3","trt_cp","10 uM","24 h",5,173,"0.08","0.118959",1,0,1,1,0,"Dopamine receptor antagonist","DRD4|DRD1|DRD2|DRD3|HTR1A|HTR2A|HTR6|HTR7","0.7178","1.5104","1.5838"
"8782","CPC017_HT29_6H:BRD-K10177585-003-01-6:10","BRD-K10177585","PSB-11","HT29","trt_cp","10 uM","6 h",4,191,"0.2","0.197634",1,0,1,1,0,"Adenosine receptor antagonist","ADORA3|ADORA1|ADORA2A","0.7177","1.5104","1.5836"
"8806","REP.B025_HT29_24H:C07","BRD-K91336023","mesulergine","HT29","trt_cp","2.22 uM","24 h",2,83,"0.2547","0.147023",1,0,1,1,0,"Dopamine receptor agonist","HTR2A|HTR2C|HTR7|HTR2B|HTR3A|HTR3B|HTR6","0.7176","1.5104","1.5833"
"8812","LJP006_SKBR3_24H:J03","BRD-K72414522","AZD-5438","SKBR3","trt_cp","1.11 uM","24 h",3,229,"0.61","0.377932",1,1,1,1,0,"CDK inhibitor","CCNB1|CCNE1|CDK1|CDK2|KCNH2","0.7176","1.5104","1.5832"
"8835","CPC002_VCAP_24H:BRD-K54330070-001-07-1:10","BRD-K54330070","SB-202190","VCAP","trt_cp","10 uM","24 h",3,187,"0.49","0.30609",1,1,1,1,0,"P38 MAPK inhibitor","MAPK14|AKT1|ALOX5|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1","0.7174","1.5104","1.5829"
"8863","REP.A025_HT29_24H:O07","BRD-A79981887","midodrine","HT29","trt_cp","10 uM","24 h",3,163,"0.3062","0.225906",1,0,1,1,0,"Adrenergic receptor agonist","ADRA1A|ADRA1B|ADRA1D","0.7172","1.5104","1.5825"
"8881","PAC003_U2OS_6H:BRD-K28907958-001-01-9:10","BRD-K28907958","CD-437","U2OS","trt_cp","10 uM","6 h",2,155,"0.17","0.164142",1,1,1,1,0,"Retinoid receptor agonist","RARG","0.7171","1.5104","1.5822"
"8900","CPC013_A375_6H:BRD-K56334280-001-01-0:10","BRD-K56334280","amonafide","A375","trt_cp","10 uM","6 h",3,354,"0.54","0.442109",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A|TOP2B","0.717","1.5104","1.582"
"8906","CPC004_HA1E_24H:BRD-K43290182-001-01-9:10","BRD-K43290182","Ro-04-6790","HA1E","trt_cp","10 uM","24 h",3,155,"0.1","0.125892",1,0,1,1,0,"Serotonin receptor antagonist","HTR6","0.7169","1.5104","1.5819"
"8916","CPC016_A375_6H:BRD-A35588707-001-03-0:10","BRD-A35588707","teniposide","A375","trt_cp","10 uM","6 h",4,616,"0.61","0.619849",0,0,1,1,0,"Topoisomerase inhibitor","TOP2A|CYP3A5|TOP2B","0.7169","1.5104","1.5817"
"8917","REP.B019_YAPC_24H:M11","BRD-K49685476","TTNPB","YAPC","trt_cp","0.03 uM","24 h",2,133,"0.352","0.21879",1,1,1,1,0,"Retinoid receptor agonist","RARB|RARA|RARG","0.7169","1.5104","1.5817"
"8931","LJP009_JURKAT_24H:F23","BRD-K87904882","chelerythrine","JURKAT","trt_cp","0.12 uM","24 h",3,80,"0.1276","0.102165",1,0,1,1,0,"Protein kinase inhibitor","-666","0.7168","1.5104","1.5815"
"8993","CPC006_PC3_24H:F17","BRD-A35588707","teniposide","PC3","trt_cp","1.25 uM","24 h",5,289,"0.4636","0.370127",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A|CYP3A5|TOP2B","0.7164","1.5104","1.5807"
"9018","CPC006_NCIH2073_6H:BRD-A71390734-001-01-7:0.08","BRD-A71390734","idarubicin","NCIH2073","trt_cp","0.08 uM","6 h",2,255,"0.49","0.357436",0,0,1,1,0,"Topoisomerase inhibitor","TOP2A","0.7162","1.5104","1.5803"
"9039","CPC014_ASC_24H:BRD-K36529613-001-01-8:10","BRD-K36529613","PU-H71","ASC","trt_cp","10 uM","24 h",3,373,"0.55","0.458001",0,0,1,1,0,"HSP inhibitor","HSP90AA1","0.7161","1.5104","1.5801"
"9043","CPC020_VCAP_6H:BRD-K78373679-001-01-1:10","BRD-K78373679","Ro-3306","VCAP","trt_cp","10 uM","6 h",5,323,"0.4","0.363464",1,1,1,1,0,"CDK inhibitor","CDK1","0.7161","1.5104","1.58"
"9076","REP.B006_PC3_24H:C10","BRD-K19438463","CNQX","PC3","trt_cp","0.08 uM","24 h",2,62,"0.1465","0.0963707",0,0,1,1,0,"Glutamate receptor antagonist","GRIA1|GRIA2|GRIA3|GRIA4","0.7159","1.5104","1.5796"
"9084","REP.B011_HA1E_24H:J19","BRD-K06858286","cabazitaxel","HA1E","trt_cp","2.22 uM","24 h",2,239,"0.3664","0.299231",1,1,1,1,0,"Tubulin inhibitor","CYP2C8|CYP3A5|SLCO1B3|TUBA4A|TUBB|TUBB1","0.7159","1.5104","1.5795"
"9109","CPC018_NPC_24H:BRD-A78322124-003-06-6:10","BRD-A78322124","dobutamine","NPC","trt_cp","10 uM","24 h",3,124,"0.11","0.118097",0,0,1,1,0,"Adrenergic receptor agonist","ADRB1|ADRB2|ADRA1A","0.7157","1.5104","1.5791"
"9116","CPC018_SKB_24H:BRD-K98530306-003-06-8:10","BRD-K98530306","clonidine","SKB","trt_cp","10 uM","24 h",3,176,"0.28","0.224474",1,0,1,1,0,"Adrenergic receptor agonist","ADRA2A|ADRA2B|ADRA2C|ADRA1A|ADRA1B|ADRA1D","0.7156","1.5104","1.579"
"9118","LJP007_SKL_24H:O19","BRD-K31313613","BS-181","SKL","trt_cp","10 uM","24 h",2,111,"0.2171","0.156972",1,1,1,1,0,"CDK inhibitor","CDK7","0.7156","1.5104","1.5789"
"9146","CPC014_NPC_24H:BRD-K95901403-001-01-1:10","BRD-K95901403","XL-147","NPC","trt_cp","10 uM","24 h",3,207,"0.46","0.312029",0,0,1,1,0,"PI3K inhibitor","PIK3CG|PIK3CA|PIK3CD","0.7155","1.5104","1.5786"
"9184","CPC003_HCC515_24H:BRD-A36074203-003-03-5:10","BRD-A36074203","remacemide","HCC515","trt_cp","10 uM","24 h",3,440,"0.33","0.385313",1,0,1,1,0,"Glutamate receptor antagonist","GRIN1","0.7152","1.5104","1.578"
"9202","MUC.CP003_NKDBA_24H:BRD-K26997899-001-01-4:3.3333","BRD-K26997899","D-64131","NKDBA","trt_cp","3.33 uM","24 h",2,149,"0.07","0.10327",0,0,1,1,0,"Tubulin inhibitor","TUBB","0.7151","1.5104","1.5779"
"9279","ERG011_VCAP_24H:BRD-K56851771-001-04-3:10","BRD-K56851771","enzalutamide","VCAP","trt_cp","10 uM","24 h",3,344,"0.52","0.427673",1,1,1,1,0,"Androgen receptor antagonist","AR|CYP2C19|CYP2C8|CYP3A4","0.7146","1.5104","1.5766"
"9283","CPC001_PC3_6H:BRD-A63546914-003-01-2:10","BRD-A63546914","Ro-04-5595","PC3","trt_cp","10 uM","6 h",4,349,"0.16","0.238948",1,0,1,1,0,"Glutamate receptor antagonist","GRIN2B","0.7145","1.5104","1.5765"
"9314","CPC011_MCF7_6H:BRD-K13800121-236-02-5:10","BRD-K13800121","parecoxib","MCF7","trt_cp","10 uM","6 h",2,156,"0.31","0.222369",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|LTF","0.7143","1.5104","1.576"
"9373","PBIOA013_PC3_24H:O07","BRD-K37798499","etoposide","PC3","trt_cp","10 uM","24 h",3,317,"0.51","0.406579",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A|TOP2B|CYP2E1|CYP3A5","0.7139","1.5104","1.5751"
"9381","CPC011_PC3_24H:BRD-K46742498-003-08-6:10","BRD-K46742498","alosetron","PC3","trt_cp","10 uM","24 h",4,178,"0.16","0.170648",1,0,1,1,0,"Serotonin receptor antagonist","HTR3A","0.7138","1.5104","1.575"
"9393","REP.A017_THP1_24H:H01","BRD-K62996583","lidoflazine","THP1","trt_cp","10 uM","24 h",2,282,"0.4767","0.370747",0,0,1,1,0,"Calcium channel blocker","SCN1A|SCN3A|SLC29A1","0.7138","1.5104","1.5748"
"9416","CPC006_NCIH596_6H:BRD-K01868942-001-02-1:160","BRD-K01868942","RS-23597-190","NCIH596","trt_cp","150 uM","6 h",2,87,"0.3","0.163362",0,0,1,1,0,"Serotonin receptor antagonist","HTR4","0.7136","1.5104","1.5745"
"9437","REP.B013_MDAMB231_24H:F02","BRD-K38473998","cilomilast","MDAMB231","trt_cp","0.74 uM","24 h",2,208,"0.4362","0.304583",1,1,1,1,0,"Phosphodiesterase inhibitor","PDE4A|PDE4B|PDE4D|IL12A|IL12B|IL1B|PDE4C|TNF","0.7135","1.5104","1.5742"
"9441","NMH002_NPC_6H:BRD-K89732114-300-10-5:10","BRD-K89732114","trifluoperazine","NPC","trt_cp","10 uM","6 h",2,548,"0.66","0.608125",0,0,1,1,0,"Dopamine receptor antagonist","DRD2|ABCG2|CAMK2A|SCN4A|SCN9A|ADRA1A|CALM1|CALY|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1","0.7134","1.5104","1.5741"
"9469","REP.B008_THP1_24H:O24","BRD-K89704198","vincamine","THP1","trt_cp","0.01 uM","24 h",2,63,"0.2699","0.131857",1,1,1,1,0,"Adrenergic receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4","0.7133","1.5104","1.5738"
"9470","REP.A012_HT29_24H:K24","BRD-K02867583","minaprine","HT29","trt_cp","0.04 uM","24 h",2,54,"0.1572","0.0931652",0,0,1,1,0,"Serotonin receptor antagonist","SLC6A4|HTR2B|ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2C|MAOA","0.7133","1.5104","1.5738"
"9489","CPC010_HT29_6H:BRD-K67637637-003-07-6:10","BRD-K67637637","olopatadine","HT29","trt_cp","10 uM","6 h",5,313,"0.08","0.16001",0,0,1,1,0,"Histamine receptor antagonist","HRH1|S100A1|S100A12|S100A13|S100A2|S100B","0.7131","1.5104","1.5734"
"9512","LJP001_SKBR3_6H:BRD-K24859147-379-02-6:2","BRD-K24859147","KIN001-242","SKBR3","trt_cp","2.22 uM","6 h",4,144,"0.33","0.220429",1,1,1,1,0,"Protein kinase inhibitor","RPS6KA3","0.713","1.5104","1.5731"
"9533","REP.B019_THP1_24H:N03","BRD-K49671696","ketanserin","THP1","trt_cp","0.25 uM","24 h",2,279,"0.3957","0.335982",1,1,1,1,0,"Serotonin receptor antagonist","HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2B|HTR5A|HTR7|SLC18A1|SLC18A2","0.7128","1.5104","1.5727"
"9561","REP.A019_A375_24H:G21","BRD-K47642186","piclamilast","A375","trt_cp","1.11 uM","24 h",3,98,"0.2686","0.164058",0,0,1,1,0,"Phosphodiesterase inhibitor","PDE4A|PDE4B|PDE4D|PDE4C","0.7126","1.5104","1.5724"
"9577","REP.A005_YAPC_24H:I01","BRD-A09472452","flecainide","YAPC","trt_cp","10 uM","24 h",3,162,"0.2134","0.188012",0,0,1,1,0,"Sodium channel inhibitor","SCN5A|KCNA5|KCNA7|SCN4A","0.7126","1.5104","1.5722"
"9645","CPC018_MCF7_24H:BRD-K84996949-001-01-5:10","BRD-K84996949","sinensetin","MCF7","trt_cp","10 uM","24 h",4,157,"0.22","0.187928",1,1,1,1,0,"Cyclooxygenase inhibitor","-666","0.7122","1.5104","1.5714"
"9719","REP.B011_HT29_24H:J24","BRD-K06858286","cabazitaxel","HT29","trt_cp","0.01 uM","24 h",2,158,"0.3596","0.241029",1,1,1,1,0,"Tubulin inhibitor","CYP2C8|CYP3A5|SLCO1B3|TUBA4A|TUBB|TUBB1","0.7117","1.5103","1.5703"
"9757","CPC016_MCF7_6H:BRD-K97061094-001-03-2:10","BRD-K97061094","azacyclonol","MCF7","trt_cp","10 uM","6 h",3,142,"0.24","0.186673",1,0,1,1,0,"Histamine receptor antagonist","HRH1","0.7115","1.5101","1.5697"
"9771","PAC005_U2OS_6H:BRD-A62021152-003-01-8:10","BRD-A62021152","WAY-161503","U2OS","trt_cp","10 uM","6 h",2,17,"0.07","0.0348822",1,0,1,1,0,"Serotonin receptor agonist","HTR2C","0.7114","1.51","1.5696"
"9785","LJP007_HEK293_24H:F22","BRD-K68336408","BRD-K68336408","HEK293","trt_cp","0.37 uM","24 h",2,53,"0.1277","0.0831886",1,0,1,1,0,"EGFR inhibitor","EGFR|MAPK14","0.7113","1.51","1.5694"
"9823","REP.A020_YAPC_24H:M01","BRD-K47000838","BRD-K47000838","YAPC","trt_cp","4 uM","24 h",3,444,"0.6133","0.527665",1,1,1,1,0,"Tubulin inhibitor","ACTB","0.7111","1.5095","1.5689"
"9828","CPC007_HT29_24H:BRD-K40213712-001-05-4:10","BRD-K40213712","SAL-1","HT29","trt_cp","10 uM","24 h",3,89,"0.11","0.100051",1,0,1,1,0,"Adenosine receptor antagonist","ADORA2B","0.711","1.5094","1.5688"
"9829","REP.A028_PC3_24H:D01","BRD-A92826379","lupanine","PC3","trt_cp","10 uM","24 h",2,153,"0.365","0.238959",0,0,1,1,0,"Sodium channel inhibitor","INS","0.711","1.5094","1.5688"
"9834","REP.A012_THP1_24H:L01","BRD-K02389548","RG-2833","THP1","trt_cp","10 uM","24 h",3,658,"0.8226","0.74394",1,1,1,1,0,"HDAC inhibitor","HDAC1|HDAC3","0.711","1.5094","1.5687"
"9901","LPROT004_YAPC_6H:BRD-K37798499:5","BRD-K37798499","etoposide","YAPC","trt_cp","4 uM","6 h",4,140,"0.31","0.210657",1,0,1,1,0,"Topoisomerase inhibitor","TOP2A|TOP2B|CYP2E1|CYP3A5","0.7106","1.5068","1.5678"
"9913","CPC006_VCAP_6H:BRD-K28907958-001-02-7:11.1","BRD-K28907958","CD-437","VCAP","trt_cp","12 uM","6 h",4,193,"0.44","0.29467",1,1,1,1,0,"Retinoid receptor agonist","RARG","0.7105","1.5038","1.5675"
"9923","REP.B005_HT29_24H:M12","BRD-A10967948","granisetron","HT29","trt_cp","0.01 uM","24 h",2,90,"0.1848","0.130408",0,0,1,1,0,"Serotonin receptor antagonist","HTR3A|CYP3A5","0.7104","1.5018","1.5674"
"9939","REP.B011_HEK293_24H:J22","BRD-K06858286","cabazitaxel","HEK293","trt_cp","0.08 uM","24 h",2,167,"0.2387","0.20189",0,0,1,1,0,"Tubulin inhibitor","CYP2C8|CYP3A5|SLCO1B3|TUBA4A|TUBB|TUBB1","0.7103","1.5001","1.5672"
"9989","CPC004_HA1E_24H:BRD-A67862938-034-09-9:10","BRD-A67862938","naftidrofuryl","HA1E","trt_cp","10 uM","24 h",3,130,"0.35","0.215693",1,1,1,1,0,"Adrenergic receptor antagonist","-666","0.7101","1.4944","1.5668"
"9996","CPC015_ASC_24H:BRD-K57033106-048-03-6:10","BRD-K57033106","tripelennamine","ASC","trt_cp","10 uM","24 h",4,102,"0.18","0.137015",0,0,1,1,0,"Histamine receptor antagonist","HRH1","0.71","1.4922","1.5665"
"10002","CPC017_MCF7_24H:BRD-K12906962-001-02-1:10","BRD-K12906962","dichlorobenzamil","MCF7","trt_cp","10 uM","24 h",4,523,"0.66","0.594092",1,1,1,1,0,"Sodium channel inhibitor","-666","0.71","1.4914","1.5664"
"10009","CPC002_VCAP_6H:BRD-K76775527-001-15-3:10","BRD-K76775527","nimesulide","VCAP","trt_cp","10 uM","6 h",4,68,"0.17","0.10872",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|LTF|PLA2G2E|PTGS1","0.7099","1.4911","1.5664"
"10012","REP.B025_THP1_24H:E04","BRD-K99475619","genz-644282","THP1","trt_cp","0.08 uM","24 h",2,587,"0.6479","0.623596",0,0,1,1,0,"Topoisomerase inhibitor","TOP1","0.7099","1.491","1.5664"
"10027","REP.B013_HUVEC.A_24H:N01","BRD-K42981054","mibampator","HUVEC","trt_cp","2.22 uM","24 h",2,154,"0.2392","0.194076",0,0,1,1,0,"Glutamate receptor antagonist","GRIA1","0.7099","1.4905","1.5662"
"10043","CPD003_MCF7_6H:BRD-K92830582-003-07-1:10","BRD-K92830582","BRD-K92830582","MCF7","trt_cp","10 uM","6 h",2,101,"0.17","0.1325",0,0,1,1,0,"Adrenergic receptor antagonist","ADRB2|ADRB3","0.7098","1.4899","1.5661"
"10061","REP.B017_HEK293_24H:G24","BRD-K63675182","triflupromazine","HEK293","trt_cp","0.01 uM","24 h",2,124,"0.2578","0.180794",1,1,1,1,0,"Dopamine receptor antagonist","DRD2|HTR2B|CHRNA7|CHRM1|CHRM2|DRD1","0.7096","1.4891","1.5658"
"10071","REP.B006_A375_24H:J07","BRD-K21670884","cariporide","A375","trt_cp","2.22 uM","24 h",2,68,"0.1878","0.11427",0,0,1,1,0,"Sodium channel inhibitor","SLC9A1","0.7096","1.4889","1.5656"
"10170","REP.A004_MCF7_24H:C01","BRD-K19352500","prochlorperazine","MCF7","trt_cp","10 uM","24 h",3,258,"0.4149","0.330836",0,0,1,1,0,"Dopamine receptor antagonist","DRD2|DRD1|DRD3|DRD4","0.709","1.4888","1.5643"
"10183","PAC005_U2OS_6H:BRD-A87715314-003-04-5:10","BRD-A87715314","pronetalol","U2OS","trt_cp","10 uM","6 h",2,76,"0.17","0.114938",1,0,1,1,0,"Adrenergic receptor antagonist","-666","0.7089","1.4888","1.5642"
"10184","CPC006_HCC515_6H:F20","BRD-K71799778","BML-259","HCC515","trt_cp","80 uM","6 h",3,239,"0.5035","0.350776",1,1,1,1,0,"CDK inhibitor","CDK2|CDK5","0.7089","1.4888","1.5642"
"10216","CPC017_MCF7_24H:BRD-K66782112-001-01-2:10","BRD-K66782112","ICI-162846","MCF7","trt_cp","10 uM","24 h",4,161,"0.25","0.202868",1,0,1,1,0,"Histamine receptor antagonist","-666","0.7087","1.488","1.5637"
"10224","REP.A022_HEK293_24H:G01","BRD-K70401845","erlotinib","HEK293","trt_cp","10 uM","24 h",3,190,"0.2926","0.238421",0,0,1,1,0,"EGFR inhibitor","EGFR|NR1I2","0.7086","1.4875","1.5635"
"10262","CPC015_HEPG2_6H:BRD-A31575449-300-01-4:10","BRD-A31575449","CGP-20712","HEPG2","trt_cp","10 uM","6 h",2,153,"0.15","0.153187",0,0,1,1,0,"Adrenergic receptor antagonist","-666","0.7084","1.4852","1.563"
"10287","CPC017_A549_6H:BRD-K63874012-103-01-5:10","BRD-K63874012","thioperamide","A549","trt_cp","10 uM","6 h",3,123,"0.16","0.141855",1,1,1,1,0,"Histamine receptor antagonist","HRH3|HRH4","0.7083","1.4823","1.5627"
"10334","LJP007_HEPG2_24H:N12","BRD-K29415052","BGT-226","HEPG2","trt_cp","0.04 uM","24 h",2,157,"0.4586","0.27133",1,1,1,1,0,"PI3K inhibitor","MTOR|PIK3CG|PIK3CA|PIK3CB","0.708","1.4577","1.5621"
"10359","REP.A004_HELA_3H:C01","BRD-K19352500","prochlorperazine","HELA","trt_cp","10 uM","3 h",3,330,"0.4798","0.402363",1,1,1,1,0,"Dopamine receptor antagonist","DRD2|DRD1|DRD3|DRD4","0.7078","1.4542","1.5618"
"10372","REP.B016_A549_24H:L02","BRD-K54847683","equol","A549","trt_cp","0.74 uM","24 h",2,97,"0.2048","0.142522",0,0,1,1,0,"Estrogen receptor agonist","ESR2|ESR1","0.7078","1.453","1.5616"
"10380","CPC016_A375_6H:BRD-K08547377-003-03-2:10","BRD-K08547377","irinotecan","A375","trt_cp","10 uM","6 h",5,480,"0.64","0.560456",1,1,1,1,0,"Topoisomerase inhibitor","TOP1|CYP3A5|TOP1MT","0.7078","1.4522","1.5616"
"10381","REP.A015_HEK293_24H:I01","BRD-K77987382","mebendazole","HEK293","trt_cp","10 uM","24 h",3,480,"0.5227","0.506498",1,1,1,1,0,"Tubulin inhibitor","TUBA1A|TUBB|TUBB4B","0.7078","1.4522","1.5616"
"10393","REP.B026_PC3_24H:J02","BRD-K91111634","rotigotine","PC3","trt_cp","0.74 uM","24 h",2,221,"0.4409","0.315643",1,1,1,1,0,"Dopamine receptor agonist","DRD2|DRD3|DRD4|DRD1|DRD5|ADRA2B|HTR1A","0.7077","1.4483","1.5614"
"10397","REP.A015_THP1_24H:C13","BRD-K56334280","amonafide","THP1","trt_cp","10 uM","24 h",2,504,"0.454","0.483697",0,0,1,1,0,"Topoisomerase inhibitor","TOP2A|TOP2B","0.7076","1.4465","1.5614"
"10411","NMH002_NEU_6H:BRD-A94810754-001-03-8:10","BRD-A94810754","ionomycin","NEU","trt_cp","10 uM","6 h",3,460,"0.61","0.535642",0,0,1,1,0,"Calcium channel blocker","-666","0.7076","1.4221","1.5611"
"10415","CPC005_A549_24H:BRD-A70407468-001-01-2:10","BRD-A70407468","PSB-36","A549","trt_cp","10 uM","24 h",3,157,"0.28","0.212011",1,1,1,1,0,"Adenosine receptor antagonist","ADORA1|ADORA2A|ADORA2B|ADORA3","0.7075","1.4204","1.5611"
"10426","LIVB002_HUH7_72H:A05","BRD-K54770957","etoricoxib","HUH7","trt_cp","10 uM","72 h",3,252,"0.04","0.101522",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2","0.7075","1.4163","1.561"
"10446","REP.A021_JURKAT_24H:E20","BRD-A82396632","miconazole","JURKAT","trt_cp","3.33 uM","24 h",3,339,"0.2251","0.27933",0,0,1,1,0,"Bacterial cell wall synthesis inhibitor","CYP19A1|KCNH2|KCNH6|KCNH7|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|NOS2|NOS3|TRPM2|TRPV5","0.7074","1.4121","1.5607"
"10482","CPC014_HT29_6H:BRD-K91701654-001-01-5:10","BRD-K91701654","U-0126","HT29","trt_cp","10 uM","6 h",4,548,"0.39","0.467469",0,0,1,1,0,"MEK inhibitor","MAP2K1|MAP2K2|JAK2|AKT1|CHEK1|GSK3B|LCK|MAP2K7|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1","0.7072","1.4103","1.5604"
"10495","LJP001_BT20_24H:BRD-K58772419-001-04-7:10","BRD-K58772419","AZD-6482","BT20","trt_cp","10 uM","24 h",4,531,"0.72","0.625236",1,1,1,1,0,"PI3K inhibitor","PIK3CB|PIK3CD|PIK3CG|PIK3CA","0.7071","1.4093","1.5602"
"10516","CPC015_HT29_6H:BRD-A01346607-001-03-4:10","BRD-A01346607","flumetasone","HT29","trt_cp","10 uM","6 h",3,66,"0.09","0.0779334",1,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1|PLA2G1B","0.7071","1.4084","1.56"
"10522","CPC018_HEPG2_6H:BRD-K07117950-001-02-6:10","BRD-K07117950","imperatorin","HEPG2","trt_cp","10 uM","6 h",3,172,"0.24","0.205447",1,0,1,1,0,"CDK inhibitor","-666","0.707","1.4081","1.56"
"10606","REP.B025_MCF7_24H:O19","BRD-K73381542","phenylephrine","MCF7","trt_cp","2.22 uM","24 h",2,127,"0.1008","0.11441",0,0,1,1,0,"Adrenergic receptor agonist","ADRA1A|ADRA1B|ADRA1D","0.7066","1.4053","1.559"
"10607","CPC005_HA1E_6H:BRD-A65597028-003-02-4:10","BRD-A65597028","RX-821002","HA1E","trt_cp","10 uM","6 h",2,79,"0.05","0.063552",1,0,1,1,0,"Adrenergic receptor antagonist","ADRA2A|ADRA2B|ADRA2C|ADRA1A|ADRA1B|ADRA1D","0.7066","1.4053","1.5589"
"10622","REP.B026_MCF7_24H:J01","BRD-K91111634","rotigotine","MCF7","trt_cp","2.22 uM","24 h",2,165,"0.367","0.248832",1,1,1,1,0,"Dopamine receptor agonist","DRD2|DRD3|DRD4|DRD1|DRD5|ADRA2B|HTR1A","0.7065","1.4051","1.5587"
"10633","CPC006_VCAP_6H:BRD-K28296557-005-14-6:10","BRD-K28296557","BRD-K28296557","VCAP","trt_cp","10 uM","6 h",4,226,"0.47","0.329559",1,1,1,1,0,"AKT inhibitor","-666","0.7064","1.4051","1.5586"
